"la","lo","t","eggs","stage","a.0","a.1"
50.366,-5.243,110.5,0,3,3.4,6.2
50.325,-5.356,110.5,0.182,3,3.4,6.2
50.234,-5.47,110.5,0,3,3.4,6.2
50.193,-5.652,110.5,0.405,3,3.4,6.2
50.318,-5.606,110.5,0,3,3.4,6.2
50.322,-5.853,110.5,0,3,3.4,6.2
50.193,-5.863,110.5,0.365,3,3.4,6.2
50.177,-6.123,110.5,0,3,3.4,6.2
50.294,-6.129,110.5,0,3,3.4,6.2
50.332,-6.379,110.5,0,3,3.4,6.2
50.142,-6.4,110.5,0,3,3.4,6.2
50.068,-6.152,110.5,0,3,3.4,6.2
50.05,-5.877,110.5,0,3,3.4,6.2
51.6,-4.438,110.5,0,4,6.2,8.4
51.626,-4.643,110.5,0,4,6.2,8.4
51.577,-4.869,110.5,0,4,6.2,8.4
51.61,-5.172,110.5,0,4,6.2,8.4
51.634,-5.4,110.5,0,4,6.2,8.4
51.639,-5.638,110.5,0,4,6.2,8.4
51.636,-5.873,110.5,0,4,6.2,8.4
51.638,-6.159,110.5,0,4,6.2,8.4
51.642,-6.356,110.5,2.232,4,6.2,8.4
51.376,-6.665,110.5,0,4,6.2,8.4
51.377,-6.409,110.5,0,4,6.2,8.4
51.377,-6.158,110.5,0,4,6.2,8.4
51.375,-5.912,110.5,0,4,6.2,8.4
51.373,-5.656,110.5,0.951,4,6.2,8.4
51.373,-5.406,110.5,0,4,6.2,8.4
51.374,-5.149,110.5,0.164,4,6.2,8.4
51.377,-4.898,110.5,0.168,4,6.2,8.4
51.374,-4.652,110.5,0.147,4,6.2,8.4
51.378,-4.403,110.5,0,4,6.2,8.4
51.376,-4.154,110.5,0,4,6.2,8.4
51.532,-3.903,110.5,0,4,6.2,8.4
51.379,-3.901,110.5,0,4,6.2,8.4
51.242,-3.89,110.5,0,4,6.2,8.4
51.226,-4.146,110.5,0,4,6.2,8.4
51.225,-4.137,110.5,0,4,6.2,8.4
51.129,-4.381,110.5,0,4,6.2,8.4
51.134,-4.647,110.5,0,4,6.2,8.4
51.194,-4.9,110.5,0.537,4,6.2,8.4
51.075,-4.901,110.5,0.32,4,6.2,8.4
51.083,-5.149,110.5,0,4,6.2,8.4
51.206,-5.126,110.5,0,4,6.2,8.4
51.147,-5.37,110.5,0,4,6.2,8.4
51.143,-5.611,110.5,0.233,4,6.2,8.4
51.129,-5.866,110.5,0,4,6.2,8.4
51.143,-6.102,110.5,0,4,6.2,8.4
51.151,-6.36,110.5,0,4,6.2,8.4
51.142,-6.606,110.5,0,4,6.2,8.4
50.901,-6.635,110.5,0,4,6.2,8.4
50.903,-6.364,110.5,0,4,6.2,8.4
50.891,-6.12,110.5,0,4,6.2,8.4
50.896,-5.864,110.5,0,4,6.2,8.4
50.959,-5.626,110.5,0,4,6.2,8.4
50.957,-5.371,110.5,0,4,6.2,8.4
50.958,-5.117,110.5,0.492,4,6.2,8.4
50.934,-4.903,110.5,0,4,6.2,8.4
50.942,-4.622,110.5,0,4,6.2,8.4
50.834,-4.615,110.5,0,4,6.2,8.4
50.728,-4.695,110.5,0,4,6.2,8.4
50.618,-4.878,110.5,1.203,4,6.2,8.4
50.676,-4.875,110.5,0.36,4,6.2,8.4
50.816,-4.865,110.5,0.368,4,6.2,8.4
50.818,-5.102,110.5,1.784,4,6.2,8.4
50.817,-5.346,110.5,0.815,4,6.2,8.4
50.825,-5.609,110.5,0,4,6.2,8.4
50.687,-5.908,110.5,0,4,6.2,8.4
50.684,-5.652,110.5,0.167,4,6.2,8.4
50.683,-5.394,110.5,1.042,4,6.2,8.4
50.693,-5.141,110.5,2.975,4,6.2,8.4
50.576,-5.11,110.5,1.377,4,6.2,8.4
50.568,-5.354,110.5,0.704,4,6.2,8.4
50.566,-5.596,110.5,0,4,6.2,8.4
50.564,-5.843,110.5,0.187,4,6.2,8.4
50.623,-6.097,110.5,0,4,6.2,8.4
50.626,-6.35,110.5,0,4,6.2,8.4
50.653,-6.624,110.5,0,4,6.2,8.4
50.397,-6.628,110.5,0,4,6.2,8.4
50.436,-6.396,110.5,0,4,6.2,8.4
50.451,-6.127,110.5,0,4,6.2,8.4
50.443,-5.874,110.5,0.354,4,6.2,8.4
50.443,-5.63,110.5,0,4,6.2,8.4
50.459,-5.39,110.5,1.896,4,6.2,8.4
50.457,-5.154,110.5,0.751,4,6.2,8.4
50.366,-5.243,110.5,0,4,6.2,8.4
50.325,-5.356,110.5,0,4,6.2,8.4
50.234,-5.47,110.5,0,4,6.2,8.4
50.193,-5.652,110.5,0,4,6.2,8.4
50.318,-5.606,110.5,2.641,4,6.2,8.4
50.322,-5.853,110.5,0,4,6.2,8.4
50.193,-5.863,110.5,0,4,6.2,8.4
50.177,-6.123,110.5,0.821,4,6.2,8.4
50.294,-6.129,110.5,0,4,6.2,8.4
50.332,-6.379,110.5,0,4,6.2,8.4
50.142,-6.4,110.5,0,4,6.2,8.4
50.068,-6.152,110.5,0,4,6.2,8.4
50.05,-5.877,110.5,0,4,6.2,8.4
50.052,-5.875,140.5,0,1,0,2
50.07,-6.108,140.5,0.199,1,0,2
50.122,-6.363,140.5,0,1,0,2
50.188,-6.146,140.5,0.241,1,0,2
50.186,-5.89,140.5,0,1,0,2
50.184,-5.693,140.5,0.377,1,0,2
50.235,-5.475,140.5,0,1,0,2
50.314,-5.38,140.5,0.88,1,0,2
50.354,-5.241,140.5,0.228,1,0,2
50.449,-5.16,140.5,0,1,0,2
50.564,-5.127,140.5,0,1,0,2
50.619,-4.871,140.5,0,1,0,2
50.685,-4.883,140.5,0,1,0,2
50.715,-4.702,140.5,0,1,0,2
50.818,-4.626,140.5,0,1,0,2
50.925,-4.626,140.5,0,1,0,2
51.125,-4.647,140.5,0,1,0,2
51.121,-4.379,140.5,0,1,0,2
51.224,-4.132,140.5,0,1,0,2
51.247,-3.891,140.5,0,1,0,2
51.366,-3.877,140.5,0,1,0,2
51.53,-3.87,140.5,0,1,0,2
51.375,-4.117,140.5,0,1,0,2
51.375,-4.354,140.5,0,1,0,2
51.596,-4.407,140.5,0,1,0,2
51.631,-4.624,140.5,0.299,1,0,2
51.583,-4.833,140.5,0,1,0,2
51.605,-5.142,140.5,0,1,0,2
51.625,-5.356,140.5,0,1,0,2
51.625,-5.614,140.5,0,1,0,2
51.625,-5.861,140.5,0,1,0,2
51.626,-6.107,140.5,0,1,0,2
51.636,-6.365,140.5,0,1,0,2
51.377,-6.648,140.5,0,1,0,2
51.376,-6.4,140.5,0,1,0,2
51.375,-6.144,140.5,0,1,0,2
51.374,-5.905,140.5,0,1,0,2
51.376,-5.644,140.5,0,1,0,2
51.376,-5.396,140.5,0,1,0,2
51.376,-5.145,140.5,0.36,1,0,2
51.376,-4.891,140.5,0.161,1,0,2
51.382,-4.618,140.5,0,1,0,2
51.2,-4.875,140.5,0.709,1,0,2
51.066,-4.869,140.5,0,1,0,2
51.067,-5.113,140.5,0,1,0,2
51.188,-5.114,140.5,0,1,0,2
51.125,-5.363,140.5,0,1,0,2
51.124,-5.604,140.5,0,1,0,2
51.126,-5.849,140.5,0,1,0,2
51.125,-6.12,140.5,0,1,0,2
51.125,-6.357,140.5,0,1,0,2
51.134,-6.625,140.5,0,1,0,2
50.876,-6.648,140.5,0,1,0,2
50.874,-6.399,140.5,0,1,0,2
50.874,-6.153,140.5,0,1,0,2
50.876,-5.908,140.5,0,1,0,2
50.794,-5.623,140.5,0,1,0,2
50.936,-5.653,140.5,0,1,0,2
50.942,-5.371,140.5,0,1,0,2
50.812,-5.39,140.5,0,1,0,2
50.808,-5.125,140.5,0,1,0,2
50.935,-5.14,140.5,0,1,0,2
50.946,-4.875,140.5,0,1,0,2
50.824,-4.865,140.5,0,1,0,2
50.681,-5.105,140.5,0,1,0,2
50.691,-5.374,140.5,0,1,0,2
50.567,-5.362,140.5,0,1,0,2
50.557,-5.632,140.5,0,1,0,2
50.688,-5.604,140.5,0,1,0,2
50.691,-5.88,140.5,0,1,0,2
50.555,-5.861,140.5,0.4,1,0,2
50.627,-6.107,140.5,0,1,0,2
50.627,-6.357,140.5,0,1,0,2
50.636,-6.636,140.5,0,1,0,2
50.437,-6.398,140.5,0,1,0,2
50.432,-6.154,140.5,0,1,0,2
50.434,-5.902,140.5,0,1,0,2
50.432,-5.651,140.5,0,1,0,2
50.435,-5.363,140.5,0,1,0,2
50.32,-5.609,140.5,0,1,0,2
50.323,-5.854,140.5,0,1,0,2
50.317,-6.107,140.5,0,1,0,2
50.313,-6.358,140.5,0,1,0,2
50.386,-6.62,140.5,0,1,0,2
50.052,-5.875,140.5,0,2,2,2.8
50.07,-6.108,140.5,0,2,2,2.8
50.122,-6.363,140.5,0.24,2,2,2.8
50.188,-6.146,140.5,0,2,2,2.8
50.186,-5.89,140.5,0,2,2,2.8
50.184,-5.693,140.5,0,2,2,2.8
50.235,-5.475,140.5,0,2,2,2.8
50.314,-5.38,140.5,0,2,2,2.8
50.354,-5.241,140.5,0,2,2,2.8
50.449,-5.16,140.5,0,2,2,2.8
50.564,-5.127,140.5,0,2,2,2.8
50.619,-4.871,140.5,0,2,2,2.8
50.685,-4.883,140.5,0,2,2,2.8
50.715,-4.702,140.5,0,2,2,2.8
50.818,-4.626,140.5,0,2,2,2.8
50.925,-4.626,140.5,0,2,2,2.8
51.125,-4.647,140.5,0,2,2,2.8
51.121,-4.379,140.5,0,2,2,2.8
51.224,-4.132,140.5,0,2,2,2.8
51.247,-3.891,140.5,0,2,2,2.8
51.366,-3.877,140.5,0,2,2,2.8
51.53,-3.87,140.5,0,2,2,2.8
51.375,-4.117,140.5,0,2,2,2.8
51.375,-4.354,140.5,0,2,2,2.8
51.596,-4.407,140.5,0,2,2,2.8
51.631,-4.624,140.5,0,2,2,2.8
51.583,-4.833,140.5,0,2,2,2.8
51.605,-5.142,140.5,0,2,2,2.8
51.625,-5.356,140.5,0,2,2,2.8
51.625,-5.614,140.5,0,2,2,2.8
51.625,-5.861,140.5,0,2,2,2.8
51.626,-6.107,140.5,0,2,2,2.8
51.636,-6.365,140.5,0,2,2,2.8
51.377,-6.648,140.5,0,2,2,2.8
51.376,-6.4,140.5,0,2,2,2.8
51.375,-6.144,140.5,0,2,2,2.8
51.374,-5.905,140.5,0,2,2,2.8
51.376,-5.644,140.5,0,2,2,2.8
51.376,-5.396,140.5,0,2,2,2.8
51.376,-5.145,140.5,0.18,2,2,2.8
51.376,-4.891,140.5,0,2,2,2.8
51.382,-4.618,140.5,0,2,2,2.8
51.2,-4.875,140.5,0,2,2,2.8
51.066,-4.869,140.5,0,2,2,2.8
51.067,-5.113,140.5,0,2,2,2.8
51.188,-5.114,140.5,0.189,2,2,2.8
51.125,-5.363,140.5,0,2,2,2.8
51.124,-5.604,140.5,0,2,2,2.8
51.126,-5.849,140.5,0,2,2,2.8
51.125,-6.12,140.5,0,2,2,2.8
51.125,-6.357,140.5,0,2,2,2.8
51.134,-6.625,140.5,0,2,2,2.8
50.876,-6.648,140.5,0,2,2,2.8
50.874,-6.399,140.5,0,2,2,2.8
50.874,-6.153,140.5,0,2,2,2.8
50.876,-5.908,140.5,0,2,2,2.8
50.794,-5.623,140.5,0,2,2,2.8
50.936,-5.653,140.5,0,2,2,2.8
50.942,-5.371,140.5,0.162,2,2,2.8
50.812,-5.39,140.5,0,2,2,2.8
50.808,-5.125,140.5,0,2,2,2.8
50.935,-5.14,140.5,0,2,2,2.8
50.946,-4.875,140.5,0,2,2,2.8
50.824,-4.865,140.5,0,2,2,2.8
50.681,-5.105,140.5,0,2,2,2.8
50.691,-5.374,140.5,0,2,2,2.8
50.567,-5.362,140.5,0,2,2,2.8
50.557,-5.632,140.5,0,2,2,2.8
50.688,-5.604,140.5,0,2,2,2.8
50.691,-5.88,140.5,0,2,2,2.8
50.555,-5.861,140.5,0,2,2,2.8
50.627,-6.107,140.5,0,2,2,2.8
50.627,-6.357,140.5,0,2,2,2.8
50.636,-6.636,140.5,0,2,2,2.8
50.437,-6.398,140.5,0,2,2,2.8
50.432,-6.154,140.5,0,2,2,2.8
50.434,-5.902,140.5,0,2,2,2.8
50.432,-5.651,140.5,0,2,2,2.8
50.435,-5.363,140.5,0,2,2,2.8
50.32,-5.609,140.5,0,2,2,2.8
50.323,-5.854,140.5,0,2,2,2.8
50.317,-6.107,140.5,0,2,2,2.8
50.313,-6.358,140.5,0,2,2,2.8
50.386,-6.62,140.5,0,2,2,2.8
50.052,-5.875,140.5,0,3,2.8,4.8
50.07,-6.108,140.5,0,3,2.8,4.8
50.122,-6.363,140.5,0,3,2.8,4.8
50.188,-6.146,140.5,0,3,2.8,4.8
50.186,-5.89,140.5,0,3,2.8,4.8
50.184,-5.693,140.5,0,3,2.8,4.8
50.235,-5.475,140.5,0,3,2.8,4.8
50.314,-5.38,140.5,0.22,3,2.8,4.8
50.354,-5.241,140.5,0,3,2.8,4.8
50.449,-5.16,140.5,0,3,2.8,4.8
50.564,-5.127,140.5,0,3,2.8,4.8
50.619,-4.871,140.5,0,3,2.8,4.8
50.685,-4.883,140.5,0.354,3,2.8,4.8
50.715,-4.702,140.5,0,3,2.8,4.8
50.818,-4.626,140.5,0,3,2.8,4.8
50.925,-4.626,140.5,0,3,2.8,4.8
51.125,-4.647,140.5,0,3,2.8,4.8
51.121,-4.379,140.5,0,3,2.8,4.8
51.224,-4.132,140.5,0,3,2.8,4.8
51.247,-3.891,140.5,0,3,2.8,4.8
51.366,-3.877,140.5,0,3,2.8,4.8
51.53,-3.87,140.5,0,3,2.8,4.8
51.375,-4.117,140.5,0,3,2.8,4.8
51.375,-4.354,140.5,0,3,2.8,4.8
51.596,-4.407,140.5,0,3,2.8,4.8
51.631,-4.624,140.5,0,3,2.8,4.8
51.583,-4.833,140.5,0,3,2.8,4.8
51.605,-5.142,140.5,0,3,2.8,4.8
51.625,-5.356,140.5,0,3,2.8,4.8
51.625,-5.614,140.5,0,3,2.8,4.8
51.625,-5.861,140.5,0,3,2.8,4.8
51.626,-6.107,140.5,0,3,2.8,4.8
51.636,-6.365,140.5,0,3,2.8,4.8
51.377,-6.648,140.5,0,3,2.8,4.8
51.376,-6.4,140.5,0,3,2.8,4.8
51.375,-6.144,140.5,0,3,2.8,4.8
51.374,-5.905,140.5,0,3,2.8,4.8
51.376,-5.644,140.5,0,3,2.8,4.8
51.376,-5.396,140.5,0,3,2.8,4.8
51.376,-5.145,140.5,0,3,2.8,4.8
51.376,-4.891,140.5,0,3,2.8,4.8
51.382,-4.618,140.5,0,3,2.8,4.8
51.2,-4.875,140.5,0,3,2.8,4.8
51.066,-4.869,140.5,0,3,2.8,4.8
51.067,-5.113,140.5,0,3,2.8,4.8
51.188,-5.114,140.5,0,3,2.8,4.8
51.125,-5.363,140.5,0,3,2.8,4.8
51.124,-5.604,140.5,0,3,2.8,4.8
51.126,-5.849,140.5,0,3,2.8,4.8
51.125,-6.12,140.5,0,3,2.8,4.8
51.125,-6.357,140.5,0,3,2.8,4.8
51.134,-6.625,140.5,0,3,2.8,4.8
50.876,-6.648,140.5,0,3,2.8,4.8
50.874,-6.399,140.5,0,3,2.8,4.8
50.874,-6.153,140.5,0,3,2.8,4.8
50.876,-5.908,140.5,0,3,2.8,4.8
50.794,-5.623,140.5,0,3,2.8,4.8
50.936,-5.653,140.5,0,3,2.8,4.8
50.942,-5.371,140.5,0,3,2.8,4.8
50.812,-5.39,140.5,0,3,2.8,4.8
50.808,-5.125,140.5,0,3,2.8,4.8
50.935,-5.14,140.5,0,3,2.8,4.8
50.946,-4.875,140.5,0,3,2.8,4.8
50.824,-4.865,140.5,0,3,2.8,4.8
50.681,-5.105,140.5,0,3,2.8,4.8
50.691,-5.374,140.5,0,3,2.8,4.8
50.567,-5.362,140.5,0,3,2.8,4.8
50.557,-5.632,140.5,0,3,2.8,4.8
50.688,-5.604,140.5,0,3,2.8,4.8
50.691,-5.88,140.5,0,3,2.8,4.8
50.555,-5.861,140.5,0.2,3,2.8,4.8
50.627,-6.107,140.5,0,3,2.8,4.8
50.627,-6.357,140.5,0,3,2.8,4.8
50.636,-6.636,140.5,0,3,2.8,4.8
50.437,-6.398,140.5,0,3,2.8,4.8
50.432,-6.154,140.5,0,3,2.8,4.8
50.434,-5.902,140.5,0,3,2.8,4.8
50.432,-5.651,140.5,0,3,2.8,4.8
50.435,-5.363,140.5,0,3,2.8,4.8
50.32,-5.609,140.5,0,3,2.8,4.8
50.323,-5.854,140.5,0,3,2.8,4.8
50.317,-6.107,140.5,0.213,3,2.8,4.8
50.313,-6.358,140.5,0,3,2.8,4.8
50.386,-6.62,140.5,0,3,2.8,4.8
50.052,-5.875,140.5,0,4,4.8,6.4
50.07,-6.108,140.5,0,4,4.8,6.4
50.122,-6.363,140.5,0,4,4.8,6.4
50.188,-6.146,140.5,0,4,4.8,6.4
50.186,-5.89,140.5,0,4,4.8,6.4
50.184,-5.693,140.5,0,4,4.8,6.4
50.235,-5.475,140.5,0,4,4.8,6.4
50.314,-5.38,140.5,0,4,4.8,6.4
50.354,-5.241,140.5,0,4,4.8,6.4
50.449,-5.16,140.5,0,4,4.8,6.4
50.564,-5.127,140.5,0,4,4.8,6.4
50.619,-4.871,140.5,0,4,4.8,6.4
50.685,-4.883,140.5,0,4,4.8,6.4
50.715,-4.702,140.5,0,4,4.8,6.4
50.818,-4.626,140.5,0,4,4.8,6.4
50.925,-4.626,140.5,0,4,4.8,6.4
51.125,-4.647,140.5,0,4,4.8,6.4
51.121,-4.379,140.5,0,4,4.8,6.4
51.224,-4.132,140.5,0,4,4.8,6.4
51.247,-3.891,140.5,0,4,4.8,6.4
51.366,-3.877,140.5,0,4,4.8,6.4
51.53,-3.87,140.5,0,4,4.8,6.4
51.375,-4.117,140.5,0,4,4.8,6.4
51.375,-4.354,140.5,0,4,4.8,6.4
51.596,-4.407,140.5,0,4,4.8,6.4
51.631,-4.624,140.5,0,4,4.8,6.4
51.583,-4.833,140.5,0,4,4.8,6.4
51.605,-5.142,140.5,0,4,4.8,6.4
51.625,-5.356,140.5,0,4,4.8,6.4
51.625,-5.614,140.5,0,4,4.8,6.4
51.625,-5.861,140.5,0,4,4.8,6.4
51.626,-6.107,140.5,0,4,4.8,6.4
51.636,-6.365,140.5,0,4,4.8,6.4
51.377,-6.648,140.5,0,4,4.8,6.4
51.376,-6.4,140.5,0,4,4.8,6.4
51.375,-6.144,140.5,0,4,4.8,6.4
51.374,-5.905,140.5,0,4,4.8,6.4
51.376,-5.644,140.5,0,4,4.8,6.4
51.376,-5.396,140.5,0,4,4.8,6.4
51.376,-5.145,140.5,0,4,4.8,6.4
51.376,-4.891,140.5,0,4,4.8,6.4
51.382,-4.618,140.5,0,4,4.8,6.4
51.2,-4.875,140.5,0,4,4.8,6.4
51.066,-4.869,140.5,0,4,4.8,6.4
51.067,-5.113,140.5,0,4,4.8,6.4
51.188,-5.114,140.5,0.189,4,4.8,6.4
51.125,-5.363,140.5,0,4,4.8,6.4
51.124,-5.604,140.5,0,4,4.8,6.4
51.126,-5.849,140.5,0,4,4.8,6.4
51.125,-6.12,140.5,0,4,4.8,6.4
51.125,-6.357,140.5,0,4,4.8,6.4
51.134,-6.625,140.5,0,4,4.8,6.4
50.876,-6.648,140.5,0,4,4.8,6.4
50.874,-6.399,140.5,0,4,4.8,6.4
50.874,-6.153,140.5,0,4,4.8,6.4
50.876,-5.908,140.5,0,4,4.8,6.4
50.794,-5.623,140.5,0,4,4.8,6.4
50.936,-5.653,140.5,0,4,4.8,6.4
50.942,-5.371,140.5,0,4,4.8,6.4
50.812,-5.39,140.5,0,4,4.8,6.4
50.808,-5.125,140.5,0,4,4.8,6.4
50.935,-5.14,140.5,0,4,4.8,6.4
50.946,-4.875,140.5,0,4,4.8,6.4
50.824,-4.865,140.5,0,4,4.8,6.4
50.681,-5.105,140.5,0,4,4.8,6.4
50.691,-5.374,140.5,0,4,4.8,6.4
50.567,-5.362,140.5,0,4,4.8,6.4
50.557,-5.632,140.5,0,4,4.8,6.4
50.688,-5.604,140.5,0,4,4.8,6.4
50.691,-5.88,140.5,0,4,4.8,6.4
50.555,-5.861,140.5,0,4,4.8,6.4
50.627,-6.107,140.5,0,4,4.8,6.4
50.627,-6.357,140.5,0,4,4.8,6.4
50.636,-6.636,140.5,0,4,4.8,6.4
50.437,-6.398,140.5,0,4,4.8,6.4
50.432,-6.154,140.5,0,4,4.8,6.4
50.434,-5.902,140.5,0,4,4.8,6.4
50.432,-5.651,140.5,0,4,4.8,6.4
50.435,-5.363,140.5,0,4,4.8,6.4
50.32,-5.609,140.5,0,4,4.8,6.4
50.323,-5.854,140.5,0,4,4.8,6.4
50.317,-6.107,140.5,0,4,4.8,6.4
50.313,-6.358,140.5,0,4,4.8,6.4
50.386,-6.62,140.5,0,4,4.8,6.4
